。	74600
，	11643
山	4332
人	3870
春	3859
风	3614
不	3467
一	3169
日	3132
天	3123
月	3057
无	3050
花	2975
有	2975
水	2952
千	2929
云	2832
三	2202
来	2149
年	2126
生	2112
地	2091
大	1995
为	1991
心	1974
上	1959
中	1885
雨	1881
里	1835
新	1747
海	1727
开	1640
色	1635
万	1582
去	1542
世	1519
国	1516
长	1511
子	1499
秋	1486
时	1472
江	1466
高	1454
下	1451
金	1450
如	1450
事	1450
树	1448
客	1439
远	1405
在	1386
家	1376
白	1373
自	1366
光	1359
成	1333
同	1312
古	1306
气	1274
雪	1258
清	1258
玉	1251
草	1240
青	1229
门	1225
酒	1216
明	1214
知	1212
路	1212
处	1211
多	1207
马	1204
声	1193
是	1189
龙	1187
何	1180
行	1176
夜	1173
百	1158
归	1155
道	1150
老	1145
出	1120
喜	1106
尽	1105
好	1103
香	1091
落	1091
红	1090
书	1083
竹	1077
岁	1069
相	1059
此	1053
文	1052
四	1042
前	1019
得	1018
寒	996
看	989
重	973
空	971
能	968
五	966
流	962
石	953
飞	947
当	930
见	927
绿	921
满	920
外	916
名	903
歌	901
十	900
之	898
叶	874
南	866
烟	856
未	853
我	847
传	844
难	843
入	842
已	839
今	824
华	821
鸟	820
乐	820
旧	816
柳	815
方	812
影	807
东	807
分	806
应	801
随	801
朝	801
迎	801
经	794
后	790
松	790
身	783
九	782
意	781
河	779
梦	776
北	774
神	772
从	769
留	767
将	765
业	756
过	753
情	752
思	752
小	738
福	734
诗	730
发	728
野	725
林	720
起	706
德	706
犹	699
作	698
回	695
才	694
寿	693
和	693
西	691
静	687
黄	683
几	677
别	675
以	674
到	672
可	670
君	649
常	648
平	642
深	642
临	641
城	637
景	635
初	630
似	627
民	626
舞	626
露	622
楼	618
皆	617
闲	616
闻	616
头	615
公	615
鹤	611
碧	610
汉	609
学	607
梅	607
间	606
翠	602
凤	600
美	595
真	588
兴	588
须	587
逢	587
共	582
晚	578
先	578
双	578
连	576
星	576
非	575
节	572
少	571
合	570
仙	566
正	565
化	560
画	560
晓	559
志	558
望	557
近	556
欲	556
半	549
阳	546
州	540
锦	534
向	533
彩	532
通	529
于	526
独	524
边	523
照	521
法	516
爱	514
虎	513
安	511
苦	509
与	506
还	505
添	504
言	501
游	500
笑	496
而	492
燕	492
盛	491
芳	490
孤	489
秀	489
两	487
谁	482
关	481
暖	477
泉	476
台	476
醉	476
曾	475
莫	475
手	472
曲	471
惊	470
雄	469
瑞	469
早	468
愁	466
八	466
动	464
眼	463
火	463
鱼	462
佛	462
宝	462
吟	458
功	457
因	453
二	451
阁	446
寻	445
尘	445
桃	444
木	444
富	443
立	443
坐	440
户	438
语	437
故	437
雁	436
窗	435
离	434
更	434
士	433
浪	433
物	433
终	433
只	432
登	427
衣	427
湖	426
笔	426
庭	426
霜	419
岸	419
胜	418
寺	418
暮	416
久	416
女	416
居	416
峰	415
紫	414
问	412
勤	411
辞	411
对	411
波	410
残	409
断	408
至	408
死	406
英	405
堂	405
佳	405
者	402
垂	402
鸡	401
怀	401
面	400
吹	399
丹	399
灵	398
园	396
灯	396
药	394
教	394
界	391
依	388
报	388
定	386
代	385
卷	382
观	382
腾	382
足	381
若	381
争	380
浮	377
含	377
径	375
本	374
池	370
六	368
乡	368
楚	365
鸣	364
其	364
数	364
庆	364
兰	364
听	362
欢	359
阴	358
沙	358
载	357
容	354
冷	351
度	351
暗	347
祖	347
结	347
贵	347
悲	345
主	345
力	343
迹	341
